"stockcode","description","quantity","revenue","profit"
"23094","LE GRAND TRAY CHIC SET","150","1899.9200","474.980000"
"23096","PETIT TRAY CHIC","1047","1759.7900","439.947500"
"23099","FRENCH CARRIAGE LANTERN","129","872.1500","218.037500"
"23100","SILVER BELLS TABLE DECORATION","2168","2741.8800","685.470000"
"23101","SILVER STARS TABLE DECORATION","2037","1744.6100","436.152500"
"23102","SILVER HEARTS TABLE DECORATION","1288","1086.6500","271.662500"
"23103","BELL HEART DECORATION","252","387.0000","96.750000"
"23103","JINGLE BELL HEART DECORATION","3800","6426.1600","1606.540000"
"23104","IVORY CAFE HANGING LAMP ","116","1380.4200","345.105000"
"23104","IVORY PANTRY HANGING LAMP ","2","25.0000","6.250000"
"23106","ZINC HEARTS PLANT POT HOLDER","271","757.7900","189.447500"
"23106","ZINC PLANT POT HOLDER","8","23.1200","5.780000"
"23107","WHITE HEARTS WIRE PLANT POT HOLDER","343","963.2700","240.817500"
"23107","WHITE WIRE PLANT POT HOLDER","16","46.2400","11.560000"
"23108","SET OF 10 LED DOLLY LIGHTS","2157","12985.4200","3246.355000"
"23109","LED TEA LIGHTS","635","1829.6500","457.412500"
"23109","PACK OF SIX LED TEA LIGHTS","1670","4809.6800","1202.420000"
"23110","PARISIENNE KEY CABINET ","651","3865.4300","966.357500"
"23111","PARISIENNE SEWING BOX","288","3556.0400","889.010000"
"23112","PARISIENNE CURIO CABINET","514","4274.7300","1068.682500"
"23113","Damaged","-1440","0.0000","0.000000"
"23113","PANTRY CHOPPING BOARD","208","1065.4400","266.360000"
"23114","Damaged","-1440","0.0000","0.000000"
"23114","VINTAGE LEAF CHOPPING BOARD  ","146","723.1000","180.775000"
"23115","Damaged","-1440","0.0000","0.000000"
"23115","RED APPLES CHOPPING BOARD   ","155","785.1700","196.292500"
"23116","Damaged","-1440","0.0000","0.000000"
"23116","VEGETABLE GARDEN CHOPPING BOARD","78","392.3400","98.085000"
"23117","Damaged","-1440","0.0000","0.000000"
"23117","POPPY FIELDS CHOPPING BOARD","92","496.2800","124.070000"
"23118","Breakages","-30","0.0000","0.000000"
"23118","check","-6","0.0000","0.000000"
"23118","dotcom adjust","10","0.0000","0.000000"
"23118","PARISIENNE JEWELLERY DRAWER ","789","5922.1800","1480.545000"
"23119","PACK OF 6 LARGE FRUIT STRAWS ","2247","1380.0000","345.000000"
"23120","PACK OF 6 SMALL FRUIT STRAWS","1644","665.1700","166.292500"
"23121","PACK OF 6 COCKTAIL PARASOL STRAWS","2506","1002.5400","250.635000"
"23122","PARTY CHARMS 50 PIECES","2250","1725.2600","431.315000"
"23123","COCKTAIL SWORDS 50 PIECES","930","755.4200","188.855000"
"23124","18PC WOODEN CUTLERY SET DISPOSABLE","567","751.3800","187.845000"
"23125","6PC WOOD PLATE SET DISPOSABLE","459","574.8800","143.720000"
"23126","DOLLCRAFT GIRL AMELIE","36","178.2000","44.550000"
"23126","DOLLCRAFT GIRL AMELIE KIT","66","294.7000","73.675000"
"23126","FELTCRAFT GIRL AMELIE KIT","996","5004.6900","1251.172500"
"23127","DOLLCRAFT GIRL NICOLE","68","336.6000","84.150000"
"23127","FELTCRAFT GIRL NICOLE KIT","656","3363.0000","840.750000"
"23128","DOLLCRAFT BOY JEAN-PAUL ","82","373.9000","93.475000"
"23128","FELTCRAFT BOY JEAN-PAUL KIT","364","1874.8600","468.715000"
"23129","HEART SHAPED HOLLY WREATH","949","3995.3500","998.837500"
"23130","MISELTOE HEART WREATH ","80","312.8000","78.200000"
"23130","MISTLETOE HEART WREATH GREEN","873","3638.8300","909.707500"
"23131","?","-49","0.0000","0.000000"
"23131","had been put aside","48","0.0000","0.000000"
"23131","MISELTOE HEART WREATH CREAM","240","996.0000","249.000000"
"23131","MISELTOE HEART WREATH WHITE","78","304.5000","76.125000"
"23131","MISTLETOE HEART WREATH CREAM","619","2514.7300","628.682500"
"23131","","-12","0.0000","0.000000"
"23132","SMALL IVORY HEART WALL ORGANISER","1030","5196.1000","1299.025000"
"23133","LARGE IVORY HEART WALL ORGANISER","781","5517.1500","1379.287500"
"23134","LARGE ZINC HEART WALL ORGANISER","1065","6431.1100","1607.777500"
"23134","","108","0.0000","0.000000"
"23135","?","101","0.0000","0.000000"
"23135","SMALL ZINC HEART WALL ORGANISER","1541","5416.1800","1354.045000"
"23135","","0","0.0000","0.000000"
"23136","IVORY WIRE SWEETHEART LETTER TRAY","135","511.8900","127.972500"
"23137","ZINC WIRE SWEETHEART LETTER TRAY","83","275.6200","68.905000"
"23138","SINGLE WIRE HOOK IVORY HEART","872","1221.3600","305.340000"
"23139","SINGLE WIRE HOOK PINK HEART","403","512.7500","128.187500"
"23140","TRIPLE WIRE HOOK IVORY HEART","170","716.3000","179.075000"
"23141","TRIPLE WIRE HOOK PINK HEART","79","272.9100","68.227500"
"23142","IVORY WIRE KITCHEN ORGANISER","119","1201.2700","300.317500"
"23143","ZINC WIRE KITCHEN ORGANISER","30","239.9700","59.992500"
"23144","ZINC T-LIGHT HOLDER STARS SMALL","5045","4161.3100","1040.327500"
"23145","ZINC T-LIGHT HOLDER STAR LARGE","2049","1946.2300","486.557500"
"23145","ZINC T-LIGHT HOLDER STARS LARGE","24","22.8000","5.700000"
"23146","TRIPLE HOOK ANTIQUE IVORY ROSE","751","2491.0300","622.757500"
"23147","SINGLE ANTIQUE ROSE HOOK IVORY","1855","2733.3500","683.337500"
"23148","MINIATURE ANTIQUE ROSE HOOK IVORY","2083","1768.8700","442.217500"
"23148","MINITURE ANTIQUE ROSE HOOK IVORY","48","40.8000","10.200000"
"23149","ANTIQUE IVORY WIRE BOWL SMALL","88","224.0600","56.015000"
"23150","IVORY SWEETHEART SOAP DISH","147","388.2600","97.065000"
"23151","ZINC SWEETHEART SOAP DISH","62","116.8200","29.205000"
"23152","IVORY SWEETHEART WIRE LETTER RACK ","551","2069.4000","517.350000"
"23152","","-23","0.0000","0.000000"
"23153","ZINC SWEETHEART WIRE LETTER RACK","259","1005.6900","251.422500"
"23154","SET OF 4 JAM JAR MAGNETS","2671","5780.4800","1445.120000"
"23155","KNICKERBOCKERGLORY MAGNET ASSORTED ","2064","1785.0200","446.255000"
"23155","sold as set on dotcom","-84","0.0000","0.000000"
"23156","SET OF 5 MINI GROCERY MAGNETS","1648","3387.9300","846.982500"
"23157","check","212","0.0000","0.000000"
"23157","SET OF 6 NATIVITY MAGNETS ","2570","4726.1000","1181.525000"
"23158","SET OF 5 LUCKY CAT MAGNETS ","2575","5393.1900","1348.297500"
"23159","SET OF 5 PANCAKE DAY MAGNETS","2296","4719.7600","1179.940000"
"23159","","-99","0.0000","0.000000"
"23160","REGENCY TEA SPOON","1456","1801.9800","450.495000"
"23161","REGENCY CAKE FORK","1703","2130.3000","532.575000"
"23162","REGENCY TEA STRAINER","1412","5143.6900","1285.922500"
"23163","REGENCY SUGAR TONGS","1777","4400.8200","1100.205000"
"23164","REGENCY CAKE SLICE","577","2713.7000","678.425000"
"23165","LARGE CERAMIC TOP STORAGE JAR","3016","4993.1600","1248.290000"
"23166","MEDIUM CERAMIC TOP STORAGE JAR","3539","4221.2800","1055.320000"
"23167","SMALL CERAMIC TOP STORAGE JAR ","5322","4110.8200","1027.705000"
"23168","CLASSIC CAFE SUGAR DISPENSER","3022","4246.9900","1061.747500"
"23168","CLASSIC SUGAR DISPENSER","216","247.3200","61.830000"
"23169","CLASSIC GLASS COOKIE JAR","1352","5812.5400","1453.135000"
"23169","CLASSIC GLASS SWEET JAR","119","479.4500","119.862500"
"23169","smashed","-235","0.0000","0.000000"
"23170","REGENCY TEA PLATE ROSES ","6151","10070.7500","2517.687500"
"23171","REGENCY TEA PLATE GREEN ","6150","9905.7400","2476.435000"
"23172","REGENCY TEA PLATE PINK","3769","6206.6100","1551.652500"
"23173","REGENCY TEAPOT ROSES ","2718","24482.5300","6120.632500"
"23174","REGENCY SUGAR BOWL GREEN","2969","12005.5300","3001.382500"
"23175","REGENCY MILK JUG PINK ","3084","9374.6500","2343.662500"
"23175","","-42","0.0000","0.000000"
"23176","ABC TREASURE BOOK BOX ","2122","4596.3300","1149.082500"
"23177","TREASURE ISLAND BOOK BOX","2515","5483.0400","1370.760000"
"23178","JAM CLOCK MAGNET","325","929.4700","232.367500"
"23179","CLOCK MAGNET MUM'S KITCHEN","324","930.4800","232.620000"
"23180","MUM'S KITCHEN CLOCK","121","616.1400","154.035000"
"23181","BULL DOG BOTTLE TOP WALL CLOCK","197","1700.5700","425.142500"
"23182","TOILET SIGN OCCUPIED OR VACANT","3763","3706.4700","926.617500"
"23183","MOTHER'S KITCHEN SPOON REST ","218","937.1700","234.292500"
"23184","BULL DOG BOTTLE OPENER","861","4700.1500","1175.037500"
"23185","FRENCH STYLE STORAGE JAR JAM","322","116.3000","29.075000"
"23186","FRENCH STYLE STORAGE JAR CAFE ","1970","810.2200","202.555000"
"23187","check","-62","0.0000","0.000000"
"23187","FRENCH STYLE STORAGE JAR BONBONS","2301","678.5700","169.642500"
"23188","VINTAGE  2 METER FOLDING RULER","1832","3053.9200","763.480000"
"23188","VINTAGE  2 METRE FOLDING RULER","1627","3374.0500","843.512500"
"23189","SET OF 12 FORK CANDLES","1248","3504.6200","876.155000"
"23190","BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ","1700","2758.6000","689.650000"
"23191","BUNDLE OF 3 RETRO EXERCISE BOOKS","60","99.0000","24.750000"
"23191","BUNDLE OF 3 RETRO NOTE BOOKS","2155","3552.9900","888.247500"
"23192","BUNDLE OF 3 ALPHABET EXERCISE BOOKS","3530","6137.3400","1534.335000"
"23193","BUFFALO BILL TREASURE BOOK BOX","1910","4052.2800","1013.070000"
"23194","GYMKHANA TREASURE BOOK BOX","1682","3741.2800","935.320000"
"23194","GYMKHANNA TREASURE BOOK BOX","120","261.8400","65.460000"
"23196","LEAVES MAGNETIC  SHOPPING LIST","24","34.8000","8.700000"
"23196","RETO LEAVES MAGNETIC SHOPPING LIST","36","52.2000","13.050000"
"23196","RETRO LEAVES MAGNETIC NOTEPAD","106","155.5400","38.885000"
"23196","VINTAGE LEAF MAGNETIC NOTEPAD","1709","2586.6500","646.662500"
"23197","SKETCHBOOK MAGNETIC SHOPPING LIST","1431","2237.7500","559.437500"
"23197","VEGETABLE MAGNETIC  SHOPPING LIST","36","49.8000","12.450000"
"23198","PANTRY MAGNETIC  SHOPPING LIST","3282","4975.6000","1243.900000"
"23199","JUMBO BAG APPLES","14197","29166.4000","7291.600000"
"23200","JUMBO BAG PEARS","6937","13953.6500","3488.412500"
"23200","mailout ","100","0.0000","0.000000"
"23201","JUMBO BAG ALPHABET","12785","26814.1500","6703.537500"
"23202","JUMBO BAG VINTAGE LEAF","10720","21410.3500","5352.587500"
"23202","mailout","100","0.0000","0.000000"
"23203","JUMBO BAG DOILEY PATTERNS","8873","17227.0900","4306.772500"
"23203","JUMBO BAG VINTAGE DOILEY ","144","272.5700","68.142500"
"23203","JUMBO BAG VINTAGE DOILY ","10896","23491.7200","5872.930000"
"23203","mailout","100","0.0000","0.000000"
"23204","CHARLOTTE BAG APPLES DESIGN","7790","7603.6000","1900.900000"
"23205","CHARLOTTE BAG ALPHABET  DESIGN","400","320.5000","80.125000"
"23205","CHARLOTTE BAG VINTAGE ALPHABET ","5268","5267.3300","1316.832500"
"23206","LUNCH BAG APPLE DESIGN","12124","20814.8300","5203.707500"
"23207","LUNCH BAG ALPHABET DESIGN","7403","12700.6000","3175.150000"
"23208","LUNCH BAG VINTAGE LEAF DESIGN","6269","10388.1600","2597.040000"
"23209","LUNCH BAG DOILEY PATTERN ","6552","10503.8400","2625.960000"
"23209","LUNCH BAG VINTAGE DOILEY ","71","119.6300","29.907500"
"23209","LUNCH BAG VINTAGE DOILY ","6526","10760.9000","2690.225000"
"23209","mailout","100","0.0000","0.000000"
"23210","WHITE ROCKING HORSE HAND PAINTED","2702","3398.0200","849.505000"
"23211","RED ROCKING HORSE HAND PAINTED","2307","2903.0700","725.767500"
"23212","HEART WREATH DECORATION WITH BELL","2228","2775.8900","693.972500"
"23212","PAINTED HEART WREATH WITH BELL","12","15.0000","3.750000"
"23213","STAR WREATH DECORATION WITH BELL","1671","2124.6700","531.167500"
"23214","BELL HEART ANTIQUE GOLD","12","24.9600","6.240000"
"23214","JINGLE BELL HEART ANTIQUE GOLD","782","1680.4800","420.120000"
"23215","JINGLE BELL HEART ANTIQUE SILVER","3447","6829.8400","1707.460000"
"23216","LAUREL HEART ANTIQUE GOLD","525","630.7300","157.682500"
"23217","LAUREL HEART ANTIQUE SILVER","1309","1613.8200","403.455000"
"23218","LAUREL STAR ANTIQUE GOLD","379","483.0300","120.757500"
"23219","LAUREL STAR ANTIQUE SILVER ","430","568.6000","142.150000"
"23220","REINDEER HEART DECORATION GOLD","982","860.0200","215.005000"
"23221","REINDEER HEART DECORATION SILVER","1479","1315.7300","328.932500"
"23222","CHRISTMAS TREE HANGING GOLD","775","698.6100","174.652500"
"23223","CHRISTMAS TREE HANGING SILVER ","791","741.8900","185.472500"
"23224","CHERUB HEART DECORATION GOLD","724","637.4000","159.350000"
"23225","CHERUB HEART DECORATION SILVER ","1272","1107.2800","276.820000"
"23226","FILIGREE HEART DAISY WHITE","1199","1536.6700","384.167500"
"23227","FILIGREE HEART BUTTERFLY WHITE ","1636","2062.5600","515.640000"
"23228","FILIGREE HEART BIRD WHITE ","1348","1810.2400","452.560000"
"23229","DONKEY TAIL GAME ","54","189.5400","47.385000"
"23229","VINTAGE DONKEY TAIL GAME ","1804","6509.2800","1627.320000"
"23230","WRAP ALPHABET DESIGN","7926","3196.9200","799.230000"
"23231","WRAP  VINTAGE DOILEY ","100","42.0000","10.500000"
"23231","WRAP  VINTAGE DOILY ","2474","1039.0800","259.770000"
"23231","WRAP DOILEY DESIGN","4703","1927.2600","481.815000"
"23232","WRAP VINTAGE LEAF DESIGN","5300","2130.0000","532.500000"
"23232","WRAP VINTAGE PETALS  DESIGN","3275","1327.5000","331.875000"
"23233","WRAP POPPIES  DESIGN","5150","2095.0000","523.750000"
"23234","BISCUIT TIN VINTAGE CHRISTMAS","1925","5042.2100","1260.552500"
"23235","BISCUIT TIN VINTAGE LEAF","24","64.5600","16.140000"
"23235","STORAGE TIN VINTAGE LEAF","701","1852.6700","463.167500"
"23236","DOILEY BISCUIT TIN","120","327.6000","81.900000"
"23236","DOILEY STORAGE TIN","1089","2990.0100","747.502500"
"23236","STORAGE TIN VINTAGE DOILEY ","7","23.1300","5.782500"
"23236","STORAGE TIN VINTAGE DOILY ","1260","3670.1000","917.525000"
"23237","SET OF 4 KNICK KNACK TINS LEAF","734","2967.8600","741.965000"
"23237","SET OF 4 KNICK KNACK TINS LEAVES ","303","1241.3300","310.332500"
"23238","SET OF 4 KNICK KNACK TINS LONDON ","1846","7759.9600","1939.990000"
"23239","SET OF 4 KNICK KNACK TINS POPPIES","825","3283.6900","820.922500"
"23240","SET OF 4 KNICK KNACK TINS  DOILEY ","6","24.9000","6.225000"
"23240","SET OF 4 KNICK KNACK TINS DOILEY ","1797","7157.8900","1789.472500"
"23240","SET OF 4 KNICK KNACK TINS DOILY ","2333","9648.0300","2412.007500"
"23241","TREASURE TIN GYMKHANA DESIGN","2177","4694.5100","1173.627500"
"23242","TREASURE TIN BUFFALO BILL ","1449","2980.9500","745.237500"
"23243","SET OF TEA COFFEE SUGAR TINS PANTRY","4688","22968.6200","5742.155000"
"23244","CANNISTER VINTAGE LEAF DESIGN","12","23.4000","5.850000"
"23244","ROUND STORAGE TIN VINTAGE LEAF","855","1576.6300","394.157500"
"23244","STORAGE TIN VINTAGE LEAF","60","117.0000","29.250000"
"23245","SET OF 3 REGENCY CAKE TINS","6267","30756.4500","7689.112500"
"23247","BISCUIT TIN 50'S CHRISTMAS","2160","6597.3900","1649.347500"
"23249","ENAMEL DINNER PLATE PANTRY","12","19.8000","4.950000"
"23249","VINTAGE RED ENAMEL TRIM PLATE","787","1338.3900","334.597500"
"23250","ENAMEL BOWL PANTRY","24","30.0000","7.500000"
"23250","VINTAGE RED TRIM ENAMEL BOWL ","1034","1359.2300","339.807500"
"23251","ENAMEL MUG PANTRY","12","15.0000","3.750000"
"23251","VINTAGE RED ENAMEL TRIM MUG ","1643","2019.5000","504.875000"
"23252","ENAMEL JUG PANTRY","8","30.0000","7.500000"
"23252","VINTAGE RED ENAMEL TRIM JUG ","566","2122.8600","530.715000"
"23253","16 PC CUTLERY SET PANTRY DESIGN","4","63.8000","15.950000"
"23253","16 PIECE CUTLERY SET PANTRY DESIGN","252","3753.1600","938.290000"
"23254","CHILDRENS CUTLERY DOLLY GIRL ","1654","6699.7600","1674.940000"
"23254","KIDS CUTLERY DOLLY GIRL ","36","149.4000","37.350000"
"23255","CHILDRENS CUTLERY CIRCUS PARADE","1006","4064.0200","1016.005000"
"23256","CHILDRENS CUTLERY SPACEBOY ","1991","8187.9700","2046.992500"
"23256","KIDS CUTLERY SPACEBOY ","36","149.4000","37.350000"
"23263","SET OF 3 WOODEN HEART DECORATIONS","3846","5125.9400","1281.485000"
"23264","SET OF 3 WOODEN SLEIGH DECORATIONS","1965","2693.3100","673.327500"
"23265","SET OF 3 WOODEN TREE DECORATIONS","1769","2404.7900","601.197500"
"23266","SET OF 3 WOODEN STOCKING DECORATION","2052","2742.5700","685.642500"
"23267","SET OF 4 SANTA PLACE SETTINGS","1154","1471.9500","367.987500"
"23268","Incorrect stock entry.","-1440","0.0000","0.000000"
"23268","Lighthouse Trading zero invc incorr","192","0.0000","0.000000"
"23268","SET OF 2 CERAMIC CHRISTMAS REINDEER","1628","2002.1900","500.547500"
"23268","","8","0.0000","0.000000"
"23269","incorrect stock entry.","-1440","0.0000","0.000000"
"23269","SET OF 2 CERAMIC CHRISTMAS TREES","786","1163.1300","290.782500"
"23270","incorrect stock entry.","-2880","0.0000","0.000000"
"23270","SET OF 2 CERAMIC PAINTED HEARTS ","1273","1650.6700","412.667500"
"23271","CHRISTMAS TABLE CANDLE SILVER SPIKE","16","13.2800","3.320000"
"23271","CHRISTMAS TABLE SILVER CANDLE SPIKE","1718","1486.1000","371.525000"
"23272","TREE T-LIGHT HOLDER WILLIE WINKIE","364","562.2200","140.555000"
"23273","HEART T-LIGHT HOLDER WILLIE WINKIE","965","1642.4500","410.612500"
"23274","STAR T-LIGHT HOLDER WILLIE WINKIE","1180","2005.0000","501.250000"
"23275","SET OF 3 HANGING OWLS OLLIE BEAK","3672","4462.5600","1115.640000"
"23280","FOLDING BUTTERFLY MIRROR HOT PINK ","1866","1494.4100","373.602500"
"23280","FOLDING MIRROR HOT PINK ","156","118.9200","29.730000"
"23281","FOLDING BUTTERFLY MIRROR RED  ","1262","985.8800","246.470000"
"23281","FOLDING MIRROR RED  ","18","14.9400","3.735000"
"23282","FOLDING BUTTERFLY MIRROR IVORY ","794","742.9200","185.730000"
"23282","FOLDING MIRROR IVORY ","18","14.9400","3.735000"
"23283","DOORMAT VINTAGE LEAF","557","4064.7500","1016.187500"
"23283","DOORMAT VINTAGE LEAVES DESIGN ","430","2881.1800","720.295000"
"23283","","17","0.0000","0.000000"
"23284","DOORMAT KEEP CALM AND COME IN","5266","36565.3900","9141.347500"
"23284","","-2","0.0000","0.000000"
"23285","PINK VINTAGE SPOT BEAKER","4805","4570.7100","1142.677500"
"23286","BLUE VINTAGE SPOT BEAKER","4999","4705.9700","1176.492500"
"23287","RED VINTAGE SPOT BEAKER","1840","1570.2400","392.560000"
"23288","check","-63","0.0000","0.000000"
"23288","GREEN VINTAGE SPOT BEAKER","4607","4429.0600","1107.265000"
"23289","DOLLY GIRL CHILDRENS BOWL","1610","1998.7000","499.675000"
"23290","SPACEBOY CHILDRENS BOWL","2427","2886.6000","721.650000"
"23291","DOLLY GIRL CHILDRENS CUP","1625","2047.7800","511.945000"
"23292","SPACE BOY CHILDRENS CUP","131","145.7600","36.440000"
"23292","SPACEBOY CHILDRENS CUP","2030","2532.5700","633.142500"
"23293","SET OF 12 FAIRY CAKE BAKING CASES","8454","6975.4300","1743.857500"
"23294","SET OF 6 SNACK LOAF BAKING CASES","4407","3620.2600","905.065000"
"23295","SET OF 12 MINI LOAF BAKING CASES","6127","5067.6400","1266.910000"
"23296","SET OF 6 TEA TIME BAKING CASES","4954","5954.3000","1488.575000"
"23297","SET 40 HEART SHAPE PETIT FOUR CASES","4277","6749.3300","1687.332500"
"23298","BUNTING , SPOTTY ","146","634.7000","158.675000"
"23298","SPOTTY BUNTING","8388","42065.3200","10516.330000"
"23299","FOOD COVER WITH BEADS , SET 2 SIZES","3","11.2500","2.812500"
"23299","FOOD COVER WITH BEADS SET 2 ","1004","3742.8800","935.720000"
"23300","GARDENERS KNEELING PAD CUP OF TEA ","6675","11584.0900","2896.022500"
"23301","GARDENERS KNEELING PAD KEEP CALM ","8711","16188.1500","4047.037500"
"23302","KNEELING MAT HOUSEWORK  DESIGN","1508","2140.3800","535.095000"
"23303","SET 4 PICNIC CUTLERY FONDANT","65","126.7500","31.687500"
"23304","SET 4 PICNIC CUTLERY CHERRY ","71","138.4500","34.612500"
"23305","SET 4 PICNIC CUTLERY BLUEBERRY","82","159.9000","39.975000"
"23306","SET OF 36 DOILIES PANTRY DESIGN","2734","3973.4500","993.362500"
"23306","SET OF 36 PANTRY PAPER DOILIES","67","139.7800","34.945000"
"23306","","-56","0.0000","0.000000"
"23307","SET OF 60 PANTRY DESIGN CAKE CASES ","11975","6331.1900","1582.797500"
"23308","SET OF 60 VINTAGE LEAF CAKE CASES ","6151","3279.2100","819.802500"
"23309","SET OF 60 I LOVE LONDON CAKE CASES ","8244","4478.8000","1119.700000"
"23310","BUBBLEGUM RING ASSORTED","12050","4997.2800","1249.320000"
"23311","VINTAGE CHRISTMAS STOCKING ","2375","6449.9500","1612.487500"
"23312","VINTAGE CHRISTMAS GIFT SACK","1423","5964.1500","1491.037500"
"23313","VINTAGE CHRISTMAS BUNTING","2984","15768.9600","3942.240000"
"23314","VINTAGE CHRISTMAS TABLECLOTH","404","4975.4600","1243.865000"
"23315","IVORY REFECTORY CLOCK","201","1996.4400","499.110000"
"23316","RED REFECTORY CLOCK ","250","2501.6400","625.410000"
"23317","BLUE REFECTORY CLOCK ","174","1787.4100","446.852500"
"23318","BOX OF 6 MINI VINTAGE CRACKERS","3643","8798.6800","2199.670000"
"23319","BOX OF 6 MINI 50'S CRACKERS","3623","9021.8700","2255.467500"
"23320","GIANT 50'S CHRISTMAS CRACKER","2655","7034.5900","1758.647500"
"23321","SMALL WHITE HEART OF WICKER","4698","8408.9200","2102.230000"
"23322","LARGE WHITE HEART OF WICKER","3022","8755.5600","2188.890000"
"23322","mouldy","-40","0.0000","0.000000"
"23323","WHITE WICKER STAR ","1470","3148.8800","787.220000"
"23324","RUSTIC STRAWBERRY JAM POT LARGE ","244","509.9700","127.492500"
"23324","RUSTIC STRAWBERRY JAMPOT LARGE ","120","238.5600","59.640000"
"23325","RUSTIC STRAWBERRY JAM POT SMALL","408","651.8400","162.960000"
"23325","RUSTIC STRAWBERRY JAMPOT SMALL","36","59.4000","14.850000"
"23326","HANGING MINI COLOURED BOTTLES","3443","2237.7100","559.427500"
"23327","HANGING CLEAR MINI BOTTLE","1726","1046.4200","261.605000"
"23328","SET 6 SCHOOL MILK BOTTLES IN CRATE","2837","13254.8500","3313.712500"
"23329","DECORATIVE WICKER HEART LARGE","1775","3051.3900","762.847500"
"23330","DECORATIVE WICKER HEART MEDIUM","1798","2291.9700","572.992500"
"23331","DECORATIVE WICKER HEART SMALL","1596","1062.2800","265.570000"
"23332","IVORY WICKER HEART LARGE","2074","3567.4600","891.865000"
"23333","IVORY WICKER HEART MEDIUM","2098","2706.7000","676.675000"
"23334","IVORY WICKER HEART SMALL","2271","1491.7500","372.937500"
"23335","EGG FRYING PAN IVORY ","366","767.9000","191.975000"
"23336","EGG FRYING PAN PINK ","226","521.3300","130.332500"
"23337","EGG FRYING PAN MINT ","180","388.7500","97.187500"
"23338","EGG FRYING PAN RED ","425","902.9200","225.730000"
"23339","EGG FRYING PAN BLUE ","175","405.0000","101.250000"
"23340","VINTAGE CHRISTMAS CAKE FRILL","2512","4053.8800","1013.470000"
"23341","PINK DINER WALL CLOCK","308","2749.8500","687.462500"
"23342","MINT DINER CLOCK","2","17.0000","4.250000"
"23342","MINT DINER WALL CLOCK","372","3167.9100","791.977500"
"23343","20713","-400","0.0000","0.000000"
"23343","20713 wrongly marked","-200","0.0000","0.000000"
"23343","came coded as 20713","3100","0.0000","0.000000"
"23343","JUMBO BAG VINTAGE CHRISTMAS ","5810","13473.2700","3368.317500"
"23343","wrongly coded 20713","-200","0.0000","0.000000"
"23344","JUMBO BAG 50'S CHRISTMAS ","10044","23328.7900","5832.197500"
"23345"," DOLLY GIRL BEAKER","2448","2882.5000","720.625000"
"23346","SPACEBOY BEAKER","2626","3109.8400","777.460000"
"23347","I LOVE LONDON BEAKER","826","1034.8000","258.700000"
"23348","check","5","0.0000","0.000000"
"23348","CHILDRENS TOY COOKING UTENSIL SET","727","1594.8700","398.717500"
"23348","sold with wrong barcode","-57","0.0000","0.000000"
"23348","","794","0.0000","0.000000"
"23349","ROLL WRAP VINTAGE CHRISTMAS","3207","4325.1000","1081.275000"
"23350","ROLL WRAP VINTAGE SPOT ","2697","3426.3300","856.582500"
"23351","ROLL WRAP 50'S CHRISTMAS","3443","4775.7700","1193.942500"
"23352","ROLL WRAP 50'S RED CHRISTMAS ","1791","2447.9500","611.987500"
"23353","6 GIFT TAGS VINTAGE CHRISTMAS ","3992","3497.6000","874.400000"
"23354","6 GIFT TAGS 50'S CHRISTMAS ","3683","3382.0900","845.522500"
"23355","HOT WATER BOTTLE KEEP CALM","5745","28424.9500","7106.237500"
"23356","LOVE HOT WATER BOTTLE","2377","13441.4200","3360.355000"
"23357","HOT WATER BOTTLE SEX BOMB","453","1993.6000","498.400000"
"23358","HOT STUFF HOT WATER BOTTLE","557","1886.1900","471.547500"
"23359","SET OF 12 T-LIGHTS VINTAGE DOILEY","61","118.9500","29.737500"
"23359","SET OF 12 T-LIGHTS VINTAGE DOILY","932","1753.3600","438.340000"
"23360","SET 8 CANDLES VINTAGE DOILEY","122","216.3000","54.075000"
"23360","SET 8 CANDLES VINTAGE DOILY","1065","2079.8500","519.962500"
"23365","SET 12 COLOUR PENCILS LOVE LONDON","1859","1464.3800","366.095000"
"23366","SET 12 COLOUR PENCILS DOILEY","48","31.2000","7.800000"
"23366","SET 12 COLOURING PENCILS DOILEY","1","0.6500","0.162500"
"23366","SET 12 COLOURING PENCILS DOILY","2204","1638.7000","409.675000"
"23367","SET 12 COLOUR PENCILS SPACEBOY ","3269","2485.3500","621.337500"
"23368","SET 12 COLOUR PENCILS DOLLY GIRL ","2376","1677.6000","419.400000"
"23369","SET 36 COLOUR PENCILS LOVE LONDON","1105","1581.0600","395.265000"
"23370","SET 36 COLOUR PENCILS DOILEY","64","80.0000","20.000000"
"23370","SET 36 COLOURING PENCILS DOILEY","1","1.2500","0.312500"
"23370","SET 36 COLOURING PENCILS DOILY","1489","2075.3500","518.837500"
"23371","SET 36 COLOUR PENCILS SPACEBOY ","1712","2313.5300","578.382500"
"23372","SET 36 COLOUR PENCILS DOLLY GIRL","1375","1732.7900","433.197500"
"23373","VINTAGE CHRISTMAS PAPER GIFT BAG","1608","1313.3900","328.347500"
"23374","RED SPOT PAPER GIFT BAG","2440","1949.7100","487.427500"
"23375","50'S CHRISTMAS PAPER GIFT BAG","1351","1108.0700","277.017500"
"23376","PACK OF 12 VINTAGE CHRISTMAS TISSUE","3027","1380.2300","345.057500"
"23377","PACK OF 12 DOLLY GIRL TISSUES","1346","590.5000","147.625000"
"23378","PACK OF 12 50'S CHRISTMAS TISSUES","4003","1842.4200","460.605000"
