stockcode,description,quantity,revenue,profit,inventorydays,status
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3992,3497.6,874.4,1.097194388777555,Normal
23354,6 GIFT TAGS 50'S CHRISTMAS ,3683,3382.09,845.5225,1.1892478957371706,Normal
23355,HOT WATER BOTTLE KEEP CALM,5745,28424.95,7106.2375,0.762402088772846,Normal
23356,LOVE HOT WATER BOTTLE,2377,13441.42,3360.355,1.8426588136306268,Normal
23357,HOT WATER BOTTLE SEX BOMB,453,1993.6,498.4,9.668874172185431,Normal
23358,HOT STUFF HOT WATER BOTTLE,557,1886.19,471.5475,7.863554757630162,Normal
23359,SET OF 12 T-LIGHTS VINTAGE DOILEY,61,118.95,29.7375,71.8032786885246,Low
23359,SET OF 12 T-LIGHTS VINTAGE DOILY,932,1753.36,438.34,4.6995708154506435,Normal
23360,SET 8 CANDLES VINTAGE DOILEY,122,216.3,54.075,35.9016393442623,Normal
23360,SET 8 CANDLES VINTAGE DOILY,1065,2079.85,519.9625,4.112676056338028,Normal
23365,SET 12 COLOUR PENCILS LOVE LONDON,1859,1464.38,366.095,2.3561054330285103,Normal
23366,SET 12 COLOUR PENCILS DOILEY,48,31.2,7.8,91.25,Low
23366,SET 12 COLOURING PENCILS DOILEY,1,0.65,0.1625,4380.0,Low
23366,SET 12 COLOURING PENCILS DOILY,2204,1638.7,409.675,1.987295825771325,Normal
23367,SET 12 COLOUR PENCILS SPACEBOY ,3269,2485.35,621.3375,1.3398592841847659,Normal
23368,SET 12 COLOUR PENCILS DOLLY GIRL ,2376,1677.6,419.4,1.8434343434343434,Normal
23369,SET 36 COLOUR PENCILS LOVE LONDON,1105,1581.06,395.265,3.9638009049773757,Normal
23370,SET 36 COLOUR PENCILS DOILEY,64,80.0,20.0,68.4375,Low
23370,SET 36 COLOURING PENCILS DOILEY,1,1.25,0.3125,4380.0,Low
23370,SET 36 COLOURING PENCILS DOILY,1489,2075.35,518.8375,2.9415715245130962,Normal
23371,SET 36 COLOUR PENCILS SPACEBOY ,1712,2313.53,578.3825,2.558411214953271,Normal
23372,SET 36 COLOUR PENCILS DOLLY GIRL,1375,1732.79,433.1975,3.1854545454545455,Normal
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1608,1313.39,328.3475,2.7238805970149254,Normal
23374,RED SPOT PAPER GIFT BAG,2440,1949.71,487.4275,1.7950819672131146,Normal
23375,50'S CHRISTMAS PAPER GIFT BAG,1351,1108.07,277.0175,3.242042931162102,Normal
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,3027,1380.23,345.0575,1.4469772051536174,Normal
23377,PACK OF 12 DOLLY GIRL TISSUES,1346,590.5,147.625,3.2540861812778603,Normal
23378,PACK OF 12 50'S CHRISTMAS TISSUES,4003,1842.42,460.605,1.0941793654758931,Normal
23379,PACK OF 12 RED APPLE TISSUES,1220,465.36,116.34,3.5901639344262293,Normal
23380,PACK OF 12 DOILEY TISSUES,72,28.08,7.02,60.833333333333336,Low
23380,PACK OF 12 VINTAGE DOILY TISSUES,2236,941.38,235.345,1.958855098389982,Normal
23381,PACK OF 12 VINTAGE LEAF TISSUES ,1509,567.95,141.9875,2.9025844930417497,Normal
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1858,7292.43,1823.1075,2.3573735199138857,Normal
23388,WOODLAND MINI BACKPACK,820,3427.94,856.985,5.341463414634147,Normal
23388,WOODLAND MINI RUCKSACK ,5,20.75,5.1875,876.0,Low
23389,SPACEBOY MINI BACKPACK,1107,4718.29,1179.5725,3.956639566395664,Normal
23389,SPACEBOY MINI RUCKSACK,13,53.95,13.4875,336.92307692307696,Low
23390,DOLLY GIRL MINI BACKPACK,742,3004.84,751.21,5.902964959568733,Normal
23390,DOLLY GIRL MINI RUCKSACK,8,33.2,8.3,547.5,Low
23391, I LOVE LONDON MINI BACKPACK,389,1628.17,407.0425,11.259640102827765,Normal
23391, I LOVE LONDON MINI RUCKSACK,1,4.15,1.0375,4380.0,Low
23392,SPACEBOY ROCKET LOLLY MAKERS,643,1435.51,358.8775,6.811819595645412,Normal
23393,HOME SWEET HOME CUSHION COVER ,786,3151.66,787.915,5.572519083969466,Normal
23394,POSTE FRANCE CUSHION COVER,438,1888.9,472.225,10.0,Normal
23395,BELLE JARDINIERE CUSHION COVER,754,3279.58,819.895,5.809018567639257,Normal
23395,check,-26,0.0,0.0,-168.46153846153848,Normal
23396,BUTTERFLY CUSHION COVER,8,30.0,7.5,547.5,Low
23396,LA JARDIN BOTANIQUE CUSHION COVER,88,379.28,94.82,49.77272727272727,Normal
23396,LE JARDIN BOTANIQUE CUSHION COVER,562,2356.25,589.0625,7.793594306049822,Normal
23397,damaged,-9,0.0,0.0,-486.6666666666667,Normal
23397,FOOT STOOL HOME SWEET HOME ,483,5037.95,1259.4875,9.06832298136646,Normal
23398,HANGING HEART BONHEUR,609,537.9,134.475,7.192118226600985,Normal
23399,HOME SWEET HOME HANGING HEART,1922,1752.35,438.0875,2.2788761706555674,Normal
23400,check,-19,0.0,0.0,-230.5263157894737,Normal
23400,SHELF WITH 4 HOOKS HOME SWEET HOME,459,2396.84,599.21,9.542483660130719,Normal
23400,,1,0.0,0.0,4380.0,Low
23401,RUSTIC MIRROR WITH LACE HEART,456,2336.12,584.03,9.605263157894736,Normal
23402,HOME SWEEET HOME 3 PEG HANGER ,25,93.75,23.4375,175.2,Low
23402,HOME SWEET HOME 3 PEG HANGER ,272,1057.28,264.32,16.102941176470587,Normal
23403,LETTER HOLDER HOME SWEET HOME,623,2196.61,549.1525,7.030497592295346,Normal
23404,check,41,0.0,0.0,106.82926829268293,Low
23404,HOME SWEET HOME BLACKBOARD,982,4418.21,1104.5525,4.460285132382892,Normal
23405,HOME SWEET HOME 2 DRAWER CABINET,253,1316.43,329.1075,17.31225296442688,Normal
23406,CHECK,-21,0.0,0.0,-208.57142857142858,Normal
23406,HOME SWEET HOME KEY HOLDER,454,2410.16,602.54,9.647577092511012,Normal
23406,,15,0.0,0.0,292.0,Low
23407,SET OF 2 TRAYS HOME SWEET HOME,263,2669.63,667.4075,16.65399239543726,Normal
23408,PHOTO FRAME LINEN AND LACE SMALL,296,615.68,153.92,14.797297297297296,Normal
23409,PHOTO FRAME LINEN AND LACE LARGE,208,775.43,193.8575,21.05769230769231,Normal
23410,CURIO CABINET LINEN AND LACE ,35,281.95,70.4875,125.14285714285715,Low
23411, TRELLIS COAT RACK,226,1113.66,278.415,19.38053097345133,Normal
23412,?,-30,0.0,0.0,-146.0,Normal
23412,HEART MIRROR ANTIQUE WHITE,356,2339.8,584.95,12.303370786516853,Normal
23412,,4,0.0,0.0,1095.0,Low
23413,DECORATIVE VINTAGE COFFEE  BOX,55,291.85,72.9625,79.63636363636364,Low
23413,DECROTIVEVINTAGE COFFEE GRINDER BOX,12,71.08,17.77,365.0,Low
23413,VINTAGE COFFEE GRINDER BOX,98,516.38,129.095,44.693877551020414,Normal
23414,ZINC BOX SIGN HOME,137,1338.95,334.7375,31.97080291970803,Normal
23415,HOME SWEET HOME HOOK,323,403.93,100.9825,13.560371517027864,Normal
23416,CHAMBRE HOOK,132,184.68,46.17,33.18181818181818,Normal
23417,BATHROOM HOOK,146,157.5,39.375,30.0,Normal
23418,LAVENDER TOILETTE BOTTLE,558,1168.08,292.02,7.849462365591398,Normal
23419,HOME SWEET HOME BOTTLE ,473,1043.72,260.93,9.260042283298098,Normal
23420,PANTRY HOOK TEA STRAINER ,165,353.45,88.3625,26.545454545454547,Normal
23421,PANTRY HOOK SPATULA,162,353.36,88.34,27.037037037037038,Normal
23422,PANTRY HOOK BALLOON WHISK ,213,477.89,119.4725,20.56338028169014,Normal
23423,PANTRY 3 HOOK ROLLING PIN HANGER,214,858.15,214.5375,20.46728971962617,Normal
23424,GINGHAM RECIPE BOOK BOX,465,2524.47,631.1175,9.419354838709678,Normal
23425,STORAGE TIN HOME SWEET HOME,268,604.01,151.0025,16.343283582089555,Normal
23426,METAL SIGN DROP YOUR PANTS,1271,3432.87,858.2175,3.446105428796223,Normal
23427,damaged,-2,0.0,0.0,-2190.0,Normal
23427,STOOL HOME SWEET HOME ,236,2850.18,712.545,18.559322033898304,Normal
23428,IVORY RETRO KITCHEN WALL CLOCK,75,659.61,164.9025,58.4,Low
23429,RED RETRO KITCHEN WALL CLOCK,47,400.01,100.0025,93.19148936170212,Low
23430,BLUE RETRO KITCHEN WALL CLOCK,36,301.88,75.47,121.66666666666667,Low
23431,NATURAL HANGING QUILTED HEARTS ,1438,1162.1,290.525,3.0458970792767732,Normal
23432,PRETTY HANGING QUILTED HEARTS,1278,1090.02,272.505,3.427230046948357,Normal
23433,HANGING QUILTED PATCHWORK APPLES,1211,1069.57,267.3925,3.616845582163501,Normal
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,2095,1884.17,471.0425,2.090692124105012,Normal
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,827,734.79,183.6975,5.296251511487303,Normal
23436,GIFT BAG LARGE VINTAGE CHRISTMAS,148,185.0,46.25,29.594594594594593,Normal
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,1816,2163.64,540.91,2.411894273127753,Normal
23437, 50'S CHRISTMAS GIFT BAG LARGE,1913,2341.13,585.2825,2.289597490852065,Normal
23437,GIFT BAG LARGE 50'S CHRISTMAS,24,30.0,7.5,182.5,Low
23438, RED SPOT GIFT BAG LARGE,1727,2107.42,526.855,2.536189924724957,Normal
23438,GIFT BAG LARGE SPOT ,96,120.0,30.0,45.625,Normal
23439,HAND WARMER RED LOVE HEART,4027,8941.61,2235.4025,1.0876583064315868,Normal
23440,PAINT YOUR OWN EGGS IN CRATE,164,299.36,74.84,26.70731707317073,Normal
23441,HAND PAINTED HANGING EASTER EGG,22,9.24,2.31,199.0909090909091,Low
23442,12 HANGING EGGS HAND PAINTED,42,87.36,21.84,104.28571428571429,Low
23444,Next Day Carriage,78,1185.0,296.25,56.15384615384615,Low
23444,,200,0.0,0.0,21.9,Normal
23445,ICE CREAM BUBBLES,2668,2161.24,540.31,1.64167916041979,Normal
23446,BLUE BUNNY EASTER EGG BASKET,157,230.25,57.5625,27.898089171974522,Normal
23447,PINK BUNNY EASTER EGG BASKET,158,231.9,57.975,27.721518987341774,Normal
23448,CREAM BUNNY EASTER EGG BASKET,25,41.25,10.3125,175.2,Low
23449,SET OF 6 EASTER RAINBOW CHICKS,12,15.0,3.75,365.0,Low
23451,SQUARE MINI PORTRAIT FRAME,278,558.12,139.53,15.755395683453237,Normal
23452,HEART MINI PORTRAIT FRAME,517,1019.81,254.9525,8.471953578336556,Normal
23453,OVAL  MINI PORTRAIT FRAME,324,631.58,157.895,13.518518518518519,Normal
23454,SET OF 3 MINI HANGING PORTRAITS,32,123.2,30.8,136.875,Low
23454,THREE MINI HANGING FRAMES,145,622.45,155.6125,30.206896551724135,Normal
23455,SMALL PARLOUR FRAME,42,106.98,26.745,104.28571428571429,Low
23455,SMALL PARLOUR PICTURE FRAME,165,462.45,115.6125,26.545454545454547,Normal
23456,MEDIUM PARLOUR FRAME ,22,84.1,21.025,199.0909090909091,Low
23456,MEDIUM PARLOUR PICTURE FRAME ,134,541.7,135.425,32.68656716417911,Normal
23457,LARGE PARLOUR FRAME,27,122.85,30.7125,162.22222222222223,Low
23457,LARGE PARLOUR PICTURE FRAME,86,431.98,107.995,50.93023255813953,Low
23458,DOLLY CABINET 3 DRAWERS ,46,687.7,171.925,95.21739130434783,Low
23459,DOLLY CABINET 2 DRAWERS ,30,375.0,93.75,146.0,Low
23460,SWEETHEART WALL TIDY ,103,957.33,239.3325,42.52427184466019,Normal
23461,SWEETHEART BIRD HOUSE,853,3066.11,766.5275,5.134818288393904,Normal
23462,damages,-34,0.0,0.0,-128.8235294117647,Normal
23462,ROCOCO WALL MIROR,2,39.9,9.975,2190.0,Low
23462,ROCOCO WALL MIRROR WHITE,60,1217.04,304.26,73.0,Low
23463,VINTAGE ZINC WATERING CAN,13,139.4,34.85,336.92307692307696,Low
23464,VINTAGE ZINC WATERING CAN SMALL,18,99.2,24.8,243.33333333333334,Low
23465,TUSCAN VILLA BIRD FEEDER,17,148.63,37.1575,257.6470588235294,Low
23465,TUSCAN VILLA FEEDING STATION,12,99.0,24.75,365.0,Low
23466,TUSCAN VILLA DOVECOTE,12,99.0,24.75,365.0,Low
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,42,390.78,97.695,104.28571428571429,Low
23467,VINTAGE ZINC PLANTER  ,32,120.08,30.02,136.875,Low
23468,TUSCAN VILLA BIRD TABLE ,19,156.75,39.1875,230.5263157894737,Low
23469,CARD HOLDER LOVE BIRD SMALL,328,1338.64,334.66,13.353658536585366,Normal
23470,CARD HOLDER LOVE BIRD LARGE ,220,1389.8,347.45,19.90909090909091,Normal
23471,SIX DRAWER OFFICE TIDY,66,626.74,156.685,66.36363636363636,Low
23472, NINE DRAWER OFFICE TIDY,59,909.37,227.3425,74.23728813559322,Low
23473,WOODLAND SMALL RED FELT HEART,679,552.85,138.2125,6.450662739322532,Normal
23474,WOODLAND SMALL BLUE FELT HEART,312,270.96,67.74,14.038461538461538,Normal
23475,WOODLAND SMALL PINK FELT HEART,286,242.18,60.545,15.314685314685315,Normal
23476,WOODLAND LARGE RED FELT HEART,205,264.72,66.18,21.365853658536587,Normal
23477,WOODLAND LARGE BLUE FELT HEART,92,123.47,30.8675,47.608695652173914,Normal
23478,WOODLAND LARGE PINK FELT HEART,285,324.4,81.1,15.368421052631579,Normal
23479,WIRE EGG BASKET ,114,880.23,220.0575,38.421052631578945,Normal
23480,MINI LIGHTS WOODLAND MUSHROOMS,1781,6658.54,1664.635,2.4592925322852333,Normal
23481,PEARLISED IVORY HEART SMALL ,228,281.17,70.2925,19.210526315789473,Normal
23482,PEARLISED IVORY HEART LARGE ,418,661.02,165.255,10.47846889952153,Normal
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1318,1625.12,406.28,3.3232169954476483,Normal
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,129,395.11,98.7775,33.95348837209303,Normal
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56,152.24,38.06,78.21428571428571,Low
23485,BOTANICAL GARDENS WALL CLOCK ,244,5436.52,1359.13,17.95081967213115,Normal
23486,ANTIQUE HEART SHELF UNIT,262,3945.82,986.455,16.7175572519084,Normal
23487,SWEET HEART CAKE CARRIER,71,706.03,176.5075,61.69014084507042,Low
23489,"GARLAND, VINTAGE BELLS",92,265.88,66.47,47.608695652173914,Normal
23489,VINTAGE BELLS GARLAND,821,2443.35,610.8375,5.334957369062119,Normal
23490,T-LIGHT HOLDER HANGING LOVE BIRD,545,2044.02,511.005,8.036697247706423,Normal
23491,VINTAGE JINGLE BELLS HEART,227,1889.51,472.3775,19.295154185022025,Normal
23492,VINTAGE JINGLE BELLS WREATH,76,635.38,158.845,57.631578947368425,Low
23493,VINTAGE DOILY TRAVEL SEWING KIT,3964,8498.28,2124.57,1.1049445005045408,Normal
23494,VINTAGE DOILY DELUXE SEWING KIT ,748,4991.06,1247.765,5.855614973262032,Normal
23495,SET OF 3 PANTRY WOODEN SPOONS,225,306.66,76.665,19.466666666666665,Normal
23496,PANTRY KITCHEN THERMOMETER ,112,154.52,38.63,39.107142857142854,Normal
23497,CLASSIC CHROME BICYCLE BELL ,2489,3565.57,891.3925,1.7597428686219365,Normal
23497,CLASSIC CROME BICYCLE BELL ,60,77.4,19.35,73.0,Low
23498,CLASSIC BICYCLE CLIPS ,1644,2378.48,594.62,2.664233576642336,Normal
23499,SET 12 VINTAGE DOILY CHALK ,1315,587.49,146.8725,3.3307984790874525,Normal
23500,KEY RING BASEBALL BOOT ASSORTED ,1631,2044.58,511.145,2.685469037400368,Normal
23501,KEY RING BASEBALL BOOT UNION JACK,1823,2220.37,555.0925,2.4026330224904004,Normal
23502,PLAYING CARDS VINTAGE DOILEY ,13,16.25,4.0625,336.92307692307696,Low
23502,PLAYING CARDS VINTAGE DOILY ,701,880.16,220.04,6.248216833095578,Normal
23503,PLAYING CARDS KEEP CALM & CARRY ON,3644,4861.8,1215.45,1.2019758507135017,Normal
23504,PLAYING CARDS JUBILEE UNION JACK,1934,2857.64,714.41,2.2647362978283354,Normal
23505,PLAYING CARDS I LOVE LONDON ,1207,1660.04,415.01,3.6288318144159075,Normal
23506,MINI PLAYING CARDS SPACEBOY ,2747,1139.2,284.8,1.594466690935566,Normal
23507,MINI PLAYING CARDS BUFFALO BILL ,2884,1156.51,289.1275,1.5187239944521498,Normal
23508,MINI PLAYING CARDS DOLLY GIRL ,2629,1164.29,291.0725,1.6660327120578167,Normal
23509,MINI PLAYING CARDS FUN FAIR ,1065,452.72,113.18,4.112676056338028,Normal
23510,MINI PLAYING CARDS GYMKHANA,2522,1119.22,279.805,1.7367168913560667,Normal
23511,EMBROIDERED RIBBON REEL EMILY ,568,1245.77,311.4425,7.711267605633802,Normal
23512,EMBROIDERED RIBBON REEL ROSIE,501,977.32,244.33,8.74251497005988,Normal
23513,EMBROIDERED RIBBON REEL SUSIE ,560,1101.78,275.445,7.821428571428572,Normal
23514,EMBROIDERED RIBBON REEL SALLY ,472,964.91,241.2275,9.279661016949152,Normal
23515,EMBROIDERED RIBBON REEL DAISY ,579,1164.98,291.245,7.564766839378239,Normal
23516,EMBROIDERED RIBBON REEL SOPHIE  ,297,1062.35,265.5875,14.747474747474747,Normal
23517,EMBROIDERED RIBBON REEL REBECCA ,334,996.38,249.095,13.113772455089821,Normal
23518,EMBROIDERED RIBBON REEL RACHEL ,356,965.96,241.49,12.303370786516853,Normal
23519,EMBROIDERED RIBBON REEL CLAIRE,224,792.31,198.0775,19.553571428571427,Normal
23520,EMBROIDERED RIBBON REEL RUBY ,168,604.3,151.075,26.071428571428573,Normal
23521,CAT AND BIRD WALL ART,270,323.64,80.91,16.22222222222222,Normal
23521,WALL ART CAT AND BIRD ,143,469.73,117.4325,30.62937062937063,Normal
23522,DOG AND BALL WALL ART,252,425.88,106.47,17.38095238095238,Normal
23522,WALL ART DOG AND BALL ,102,301.56,75.39,42.94117647058823,Normal
23523,TREASURE AHOY WALL ART,270,833.46,208.365,16.22222222222222,Normal
23523,WALL ART TREASURE AHOY ,84,317.85,79.4625,52.142857142857146,Low
23524,HORSE & PONY WALL ART,256,797.31,199.3275,17.109375,Normal
23524,WALL ART HORSE & PONY ,219,737.82,184.455,20.0,Normal
23525,BUFFALO BILL WALL ART ,248,852.72,213.18,17.661290322580644,Normal
23525,WALL ART BUFFALO BILL ,329,992.35,248.0875,13.313069908814589,Normal
23526,DOG LICENCE WALL ART,408,2081.64,520.41,10.735294117647058,Normal
23526,WALL ART DOG LICENCE ,588,3844.56,961.14,7.448979591836735,Normal
23527,ANIMALS AND NATURE WALL ART,267,923.97,230.9925,16.40449438202247,Normal
23527,WALL ART ANIMALS AND NATURE ,147,482.09,120.5225,29.79591836734694,Normal
23528,SPACEBOY WALL ART,306,885.9,221.475,14.313725490196079,Normal
23528,WALL ART SPACEBOY,173,618.59,154.6475,25.31791907514451,Normal
23529,DOLLY GIRL WALL ART,318,1055.94,263.985,13.773584905660377,Normal
23529,WALL ART DOLLY GIRL ,319,956.05,239.0125,13.730407523510973,Normal
23530,WALL ART ONLY ONE PERSON ,1056,4436.27,1109.0675,4.1477272727272725,Normal
23530,"WALL ART,ONLY ONE PERSON ",6,29.7,7.425,730.0,Low
23531,WALL ART BIG LOVE ,979,5559.11,1389.7775,4.473953013278856,Normal
23532,WALL ART WORK REST AND PLAY  ,210,901.58,225.395,20.857142857142858,Normal
23533,WALL ART GARDEN HAVEN ,215,998.64,249.66,20.37209302325581,Normal
23534,STOP FOR TEA WALL ART,518,2572.7,643.175,8.455598455598457,Normal
23534,WALL ART STOP FOR TEA ,863,6000.5,1500.125,5.07531865585168,Normal
23535,BICYCLE SAFTEY WALL ART,458,2371.94,592.985,9.563318777292578,Normal
23535,WALL ART BICYCLE SAFETY,849,5977.95,1494.4875,5.159010600706714,Normal
23535,WALL ART BICYCLE SAFTEY ,21,114.15,28.5375,208.57142857142858,Low
23536,VILLAGE SHOW WALL ART,386,2072.42,518.105,11.347150259067359,Normal
23536,WALL ART VILLAGE SHOW ,236,1345.91,336.4775,18.559322033898304,Normal
23537,I LOVE LONDON WALL ART,12,59.4,14.85,365.0,Low
23537,WALL ART I LOVE LONDON ,99,521.73,130.4325,44.24242424242424,Normal
23538,WALL ART VINTAGE HEART,332,1334.49,333.6225,13.192771084337348,Normal
23539,"WALL ART , LOVES' SECRET ",8,47.6,11.9,547.5,Low
23539,WALL ART LOVES' SECRET ,239,1180.35,295.0875,18.326359832635983,Normal
23540,"WALL ART , THE MAGIC FOREST ",2,13.9,3.475,2190.0,Low
23540,WALL ART THE MAGIC FOREST ,148,933.16,233.29,29.594594594594593,Normal
23541,"WALL ART ,PUDDINGS ",8,61.2,15.3,547.5,Low
23541,WALL ART CLASSIC PUDDINGS ,862,6746.21,1686.5525,5.081206496519722,Normal
23541,,20,0.0,0.0,219.0,Low
23542,70'S ALPHABET WALL ART,150,1043.1,260.775,29.2,Normal
23542,WALL ART 70'S ALPHABET ,350,2708.36,677.09,12.514285714285714,Normal
23543,KEEP CALM WALL ART ,269,2015.97,503.9925,16.28252788104089,Normal
23543,WALL ART KEEP CALM ,968,5003.04,1250.76,4.524793388429752,Normal
23544,WALL ART MID CENTURY MODERN ,163,1007.53,251.8825,26.87116564417178,Normal
23545,WRAP RED DOILEY,380,159.6,39.9,11.526315789473683,Normal
23545,WRAP RED VINTAGE DOILY,2100,866.0,216.5,2.085714285714286,Normal
23546,WRAP PAISLEY PARK ,3275,1375.5,343.875,1.3374045801526717,Normal
23547,WRAP FLOWER SHOP  ,1575,661.5,165.375,2.780952380952381,Normal
23548,WRAP MAGIC FOREST ,1075,451.5,112.875,4.074418604651163,Normal
23549,WRAP BIRD GARDEN ,1305,548.1,137.025,3.3563218390804597,Normal
23550,WRAP ALPHABET POSTER  ,1855,763.1,190.775,2.361185983827493,Normal
23551,PACK OF 12 PAISLEY PARK TISSUES ,1843,841.01,210.2525,2.376559956592512,Normal
23552,BICYCLE PUNCTURE REPAIR KIT ,1864,3883.99,970.9975,2.3497854077253217,Normal
23553,LANDMARK FRAME CAMDEN TOWN ,569,6457.15,1614.2875,7.697715289982425,Normal
23554,LANDMARK FRAME OXFORD STREET,424,4830.53,1207.6325,10.330188679245282,Normal
23555,LANDMARK FRAME NOTTING HILL ,424,4818.07,1204.5175,10.330188679245282,Normal
23556,LANDMARK FRAME COVENT GARDEN ,438,4962.01,1240.5025,10.0,Normal
23557,LANDMARK FRAME BAKER STREET ,350,3930.27,982.5675,12.514285714285714,Normal
23558,LANDMARK FRAME LONDON BRIDGE ,418,4741.37,1185.3425,10.47846889952153,Normal
23559,WOODLAND BUNNIES LOLLY MAKERS,652,1488.65,372.1625,6.717791411042945,Normal
23560,SET OF 6 RIBBONS COUNTRY STYLE,173,502.07,125.5175,25.31791907514451,Normal
23561,SET OF 6 RIBBONS PARTY,170,476.0,119.0,25.764705882352942,Normal
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,253,730.37,182.5925,17.31225296442688,Normal
23564,EGG CUP MILKMAID INGRID,644,841.31,210.3275,6.801242236024845,Normal
23565,EGG CUP MILKMAID HELGA ,405,580.06,145.015,10.814814814814815,Normal
23566,EGG CUP MILKMAID HEIDI,879,1154.43,288.6075,4.982935153583618,Normal
23567,EGG CUP HENRIETTA HEN PINK,210,290.33,72.5825,20.857142857142858,Normal
23568,EGG CUP HENRIETTA HEN CREAM ,629,786.27,196.5675,6.963434022257552,Normal
23569,TRADTIONAL ALPHABET STAMP SET,959,4742.41,1185.6025,4.567257559958289,Normal
23570,TRADITIONAL PICK UP STICKS GAME ,2782,4944.37,1236.0925,1.574406901509705,Normal
23571,TRADITIONAL NAUGHTS & CROSSES,2859,6436.61,1609.1525,1.5320041972717733,Normal
23574,PACKING CHARGE,12,90.0,22.5,365.0,Low
23574,,100,0.0,0.0,43.8,Normal
23575,SNACK TRAY PAISLEY PARK,179,367.35,91.8375,24.46927374301676,Normal
23576,SNACK TRAY RED VINTAGE DOILY,198,400.04,100.01,22.12121212121212,Normal
23578,SNACK TRAY RED GINGHAM,60,125.72,31.43,73.0,Low
23579,Sale error,4,0.0,0.0,1095.0,Low
23579,SNACK TRAY I LOVE LONDON,171,362.65,90.6625,25.614035087719298,Normal
23579,,4,0.0,0.0,1095.0,Low
23580,SNACK TRAY HAPPY FOREST  ,117,236.87,59.2175,37.43589743589744,Normal
23581,JUMBO BAG PAISLEY PARK,4913,11388.27,2847.0675,0.8915123142682678,Normal
23582,VINTAGE DOILY JUMBO BAG RED ,4694,10010.77,2502.6925,0.9331060928845334,Normal
23583,LUNCH BAG PAISLEY PARK  ,3385,5497.33,1374.3325,1.2939438700147712,Normal
23595,adjustment,5,0.0,0.0,876.0,Low
23595,re-adjustment,-5,0.0,0.0,-876.0,Normal
23597,PAPER BUNTING PAISLEY PARK,245,667.27,166.8175,17.877551020408163,Normal
23598,PAPER BUNTING VINTAGE PARTY,428,1218.48,304.62,10.233644859813085,Normal
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,8,19.92,4.98,547.5,Low
23602,SET 10 CARDS 3 WISE MEN 17107,1,2.91,0.7275,4380.0,Low
23603,SET 10 CARD KRAFT REINDEER 17084,20,49.8,12.45,219.0,Low
23604,SET 10 MINI SANTA & SNOWMAN  17087,4,6.64,1.66,1095.0,Low
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,4,11.64,2.91,1095.0,Low
23607,SET 10 CARDS HATS & STOCKINGS 17081,8,13.28,3.32,547.5,Low
23608,SET 10 CARDS RUDOLPHS NOSE 17097,4,11.64,2.91,1095.0,Low
23609,SET 10 CARDS SNOWY ROBIN 17099,1,2.91,0.7275,4380.0,Low
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3,6.24,1.56,1460.0,Low
23611,SET 10 CARDS RED RIDING HOOD 17214,40,99.6,24.9,109.5,Low
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,5,8.3,2.075,876.0,Low
23613,SET 10 XMAS CARDS & BADGES 17070,11,27.39,6.8475,398.1818181818182,Low
23614,SET 10 CARDS 12 DAYS WRAP  17058,26,86.58,21.645,168.46153846153848,Low
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,9.96,2.49,1095.0,Low
23616,SET 10 CARDS JINGLE BELLS 17217,8,19.92,4.98,547.5,Low
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,2,5.82,1.455,2190.0,Low
23619,SET 10 CARDS POINSETTIA 17093,4,9.96,2.49,1095.0,Low
23620,SET 10 CARDS PERFECT POST 17090,10,24.9,6.225,438.0,Low
23621,SET 10 CARDS DAVID'S MADONNA 17074,6,14.94,3.735,730.0,Low
23623,SET 10 CARD CHRISTMAS WELCOME 17112,8,23.28,5.82,547.5,Low
23624,SET 10 CARD PERFECT NATIVITY 17089,4,9.96,2.49,1095.0,Low
23625,SET 6 CARDS SPARKLY REINDEER 17262,9,44.91,11.2275,486.6666666666667,Low
23626,SET 10 CARDS DINKY TREE 17076,43,107.07,26.7675,101.86046511627906,Low
23627,SET 10 CARDS XMAS GRAPHIC  17218,7,17.43,4.3575,625.7142857142857,Low
23628,SET 10 CARDS TRIANGLE ICONS  17220,1,2.91,0.7275,4380.0,Low
23629,SET 10 CARDS DRESSING UP 17077,24,59.76,14.94,182.5,Low
23630,SET 10 CARDS HANGING BAUBLES 17080,1,2.49,0.6225,4380.0,Low
23632,SET 10 CARDS CHEERFUL ROBIN 17065,15,31.2,7.8,292.0,Low
23633,SET 10 CARDS WORLD CHILDREN 17067,3,7.47,1.8675,1460.0,Low
